,buying,maint,doors,persons,lug_boot,safety,target
646,0,1,2,2,2,0,0
647,0,1,2,2,1,1,2
648,0,1,2,2,1,2,0
649,0,1,2,2,1,0,0
650,0,1,2,2,0,1,2
651,0,1,2,2,0,2,0
652,0,1,3,0,2,2,2
653,0,1,3,0,2,0,2
654,0,1,3,0,1,1,2
655,0,1,3,0,1,2,2
656,0,1,3,0,1,0,2
657,0,1,3,0,0,1,2
658,0,1,3,0,0,2,2
659,0,1,3,0,0,0,2
660,0,1,3,1,2,1,2
661,0,1,3,1,1,1,2
662,0,1,3,1,1,0,0
663,0,1,3,1,0,1,2
664,0,1,3,1,0,2,0
665,0,1,3,1,0,0,0
666,0,1,3,2,2,2,2
667,0,1,3,2,2,0,0
668,0,1,3,2,1,1,2
669,0,1,3,2,1,2,0
670,0,1,3,2,0,1,2
671,0,1,3,2,0,2,0
672,2,3,0,0,2,1,2
673,2,3,0,0,2,2,2
674,2,3,0,0,2,0,2
675,2,3,0,0,1,2,2
676,2,3,0,0,1,0,2
677,2,3,0,0,0,1,2
678,2,3,0,0,0,2,2
679,2,3,0,0,0,0,2
680,2,3,0,1,2,1,2
681,2,3,0,1,2,2,2
682,2,3,0,1,2,0,0
683,2,3,0,1,1,1,2
684,2,3,0,1,1,2,2
685,2,3,0,1,1,0,0
686,2,3,0,1,0,1,2
687,2,3,0,1,0,2,0
688,2,3,0,1,0,0,0
689,2,3,0,2,2,1,2
690,2,3,0,2,1,1,2
691,2,3,0,2,1,2,2
692,2,3,0,2,1,0,0
693,2,3,0,2,0,1,2
694,2,3,0,2,0,2,0
695,2,3,0,2,0,0,0
696,2,3,1,0,2,1,2
697,2,3,1,0,2,2,2
698,2,3,1,0,2,0,2
699,2,3,1,0,1,1,2
700,2,3,1,0,1,2,2
701,2,3,1,0,1,0,2
702,2,3,1,0,0,2,2
703,2,3,1,0,0,0,2
704,2,3,1,1,2,0,0
705,2,3,1,1,1,1,2
706,2,3,1,1,1,2,2
707,2,3,1,1,1,0,0
708,2,3,1,1,0,1,2
709,2,3,1,1,0,2,0
710,2,3,1,1,0,0,0
711,2,3,1,2,2,1,2
712,2,3,1,2,2,2,2
713,2,3,1,2,2,0,0
714,2,3,1,2,1,1,2
715,2,3,1,2,1,2,0
716,2,3,1,2,0,1,2
717,2,3,1,2,0,2,0
718,2,3,1,2,0,0,0
719,2,3,2,0,2,1,2
720,2,3,2,0,2,2,2
721,2,3,2,0,1,1,2
722,2,3,2,0,1,0,2
723,2,3,2,0,0,1,2
724,2,3,2,0,0,2,2
725,2,3,2,0,0,0,2
726,2,3,2,1,2,1,2
727,2,3,2,1,2,2,2
728,2,3,2,1,2,0,0
729,2,3,2,1,1,1,2
730,2,3,2,1,0,1,2
731,2,3,2,1,0,2,0
732,2,3,2,1,0,0,0
733,2,3,2,2,2,2,2
734,2,3,2,2,1,1,2
735,2,3,2,2,1,2,0
736,2,3,2,2,1,0,0
737,2,3,2,2,0,1,2
738,2,3,2,2,0,2,0
739,2,3,2,2,0,0,0
740,2,3,3,0,2,1,2
741,2,3,3,0,2,2,2
742,2,3,3,0,2,0,2
743,2,3,3,0,1,1,2
744,2,3,3,0,1,2,2
745,2,3,3,0,1,0,2
746,2,3,3,0,0,1,2
747,2,3,3,0,0,0,2
748,2,3,3,1,2,2,2
749,2,3,3,1,1,1,2
750,2,3,3,1,1,2,0
751,2,3,3,1,1,0,0
752,2,3,3,1,0,2,0
753,2,3,3,1,0,0,0
754,2,3,3,2,2,1,2
755,2,3,3,2,2,2,2
756,2,3,3,2,2,0,0
757,2,3,3,2,1,1,2
758,2,3,3,2,1,2,0
759,2,3,3,2,1,0,0
760,2,3,3,2,0,1,2
761,2,3,3,2,0,2,0
762,2,3,3,2,0,0,0
763,2,0,0,0,2,1,2
764,2,0,0,0,2,0,2
765,2,0,0,0,1,2,2
766,2,0,0,0,0,1,2
767,2,0,0,0,0,2,2
768,2,0,0,1,2,1,2
769,2,0,0,1,2,2,2
770,2,0,0,1,1,1,2
771,2,0,0,1,1,0,0
772,2,0,0,1,0,1,2
773,2,0,0,1,0,2,0
774,2,0,0,1,0,0,0
775,2,0,0,2,2,1,2
776,2,0,0,2,2,2,2
777,2,0,0,2,2,0,2
778,2,0,0,2,1,1,2
779,2,0,0,2,1,2,2
780,2,0,0,2,0,1,2
781,2,0,0,2,0,2,0
782,2,0,0,2,0,0,0
783,2,0,1,0,2,2,2
784,2,0,1,0,2,0,2
785,2,0,1,0,1,1,2
786,2,0,1,0,1,2,2
787,2,0,1,0,1,0,2
788,2,0,1,0,0,1,2
789,2,0,1,0,0,2,2
790,2,0,1,0,0,0,2
791,2,0,1,1,2,1,2
792,2,0,1,1,2,0,0
793,2,0,1,1,1,1,2
794,2,0,1,1,1,0,0
795,2,0,1,1,0,2,0
796,2,0,1,1,0,0,0
797,2,0,1,2,2,1,2
798,2,0,1,2,2,0,0
799,2,0,1,2,1,1,2
800,2,0,1,2,1,2,0
801,2,0,1,2,1,0,0
802,2,0,1,2,0,1,2
803,2,0,1,2,0,0,0
804,2,0,2,0,2,0,2
805,2,0,2,0,1,1,2
806,2,0,2,0,1,2,2
807,2,0,2,0,0,1,2
808,2,0,2,0,0,2,2
809,2,0,2,0,0,0,2
810,2,0,2,1,2,1,2
811,2,0,2,1,2,0,0
812,2,0,2,1,1,2,0
813,2,0,2,1,1,0,0
814,2,0,2,1,0,1,2
815,2,0,2,1,0,2,0
816,2,0,2,2,2,1,2
817,2,0,2,2,2,2,2
818,2,0,2,2,2,0,0
819,2,0,2,2,1,1,2
820,2,0,2,2,0,1,2
821,2,0,2,2,0,2,0
822,2,0,3,0,2,1,2
823,2,0,3,0,2,2,2
824,2,0,3,0,2,0,2
825,2,0,3,0,1,2,2
826,2,0,3,0,1,0,2
827,2,0,3,0,0,0,2
828,2,0,3,1,2,2,2
829,2,0,3,1,2,0,0
830,2,0,3,1,1,1,2
831,2,0,3,1,1,0,0
832,2,0,3,1,0,1,2
833,2,0,3,1,0,2,0
834,2,0,3,1,0,0,0
835,2,0,3,2,2,1,2
836,2,0,3,2,2,2,2
837,2,0,3,2,2,0,0
838,2,0,3,2,1,2,0
839,2,0,3,2,1,0,0
840,2,0,3,2,0,2,0
841,2,0,3,2,0,0,0
842,2,2,0,0,2,1,2
843,2,2,0,0,2,2,2
844,2,2,0,0,2,0,2
845,2,2,0,0,1,1,2
846,2,2,0,0,1,0,2
847,2,2,0,0,0,1,2
848,2,2,0,0,0,2,2
849,2,2,0,0,0,0,2
850,2,2,0,1,2,1,2
851,2,2,0,1,2,2,0
852,2,2,0,1,2,0,0
853,2,2,0,1,1,1,2
854,2,2,0,1,1,0,0
855,2,2,0,1,0,0,3
856,2,2,0,2,2,1,2
857,2,2,0,2,2,0,2
858,2,2,0,2,1,1,2
859,2,2,0,2,1,0,0
860,2,2,0,2,0,2,0
861,2,2,1,0,2,2,2
862,2,2,1,0,2,0,2
863,2,2,1,0,1,1,2
864,2,2,1,0,1,2,2
865,2,2,1,0,1,0,2
866,2,2,1,0,0,1,2
867,2,2,1,0,0,0,2
868,2,2,1,1,2,1,2
869,2,2,1,1,2,2,0
870,2,2,1,1,2,0,0
871,2,2,1,1,1,2,0
